editonNo,Team Name,Player ID,Player Name,Role,Batting Style,Bowling Style,Nationality,DOB,IPL Debut,Matches,Runs,WIckets,Image
2021,chennai-super-kings,1,MS Dhoni,Wicketkeeper Batter,Right-handed,Right-arm Medium,Indian,7-Jul-81,2008,234,4978,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1.png
2021,chennai-super-kings,7105,K Bhagath Varma,Bowling all-rounder,Right-handed,Right-arm Offbreak,Indian,21-Sep-98,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/7105.png
2021,chennai-super-kings,898,Imran Tahir,Bowler,Right-handed,Leg-spinner,South African,27-Mar-79,2014,41,33,82,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/898.png
2021,chennai-super-kings,9474,M Harishankar Reddy,Bowler,Left-handed,,Indian,2-Jun-98,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/9474.png
2021,chennai-super-kings,5443,Ruturaj Gaikwad,Batter,Right-handed,,Indian,31-Jan-97,,36,1207,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/5443.png
2021,chennai-super-kings,1735,Moeen Ali,Batting all-rounder,Left-handed,Right-arm Offbreak,English,18-Jun-87,2018,44,910,24,https://assets.iplt20.com/ipl/IPLHeadshot2022/1735.png
2021,chennai-super-kings,7111,C Hari Nishaanth,Batter,Left-handed,Right-arm Offbreak,Indian,16-Aug-96,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/7111.png
2021,chennai-super-kings,9,Ravindra Jadeja,All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,6-Dec-88,2008,210,2502,132,https://assets.iplt20.com/ipl/IPLHeadshot2022/9.png
2021,chennai-super-kings,140,Deepak Chahar,Bowler,Right-handed,Right-arm Medium,Indian,7-Aug-92,2016,63,79,59,https://assets.iplt20.com/ipl/IPLHeadshot2022/140.png
2021,chennai-super-kings,4942,Narayan Jagadeesan,Wicketkeeper Batter,Right-handed,,Indian,24-Dec-95,,7,73,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/4942.png
2021,chennai-super-kings,14,Suresh Raina,Batter,Left-handed,Right-arm Off-spin,Indian,27-Nov-86,2008,205,5528,25,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/14.png
2021,chennai-super-kings,4944,KM Asif,Bowler,Right-handed,Medium Seam,Indian,24-Jul-93,2018,3,0,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/4944.png
2021,chennai-super-kings,1745,Shardul Thakur,Bowler,Right-handed,Right-arm Medium,Indian,16-Oct-91,2015,75,173,82,https://assets.iplt20.com/ipl/IPLHeadshot2022/1745.png
2021,chennai-super-kings,7123,Sai Kishore,Bowler,Left-handed,Left Arm Orthodox,Indian,6-Nov-96,,5,0,6,https://assets.iplt20.com/ipl/IPLHeadshot2022/7123.png
2021,chennai-super-kings,24,Faf du Plessis,Batter,Right-handed,Right-arm Leg Spin,South African,13-Jul-84,2012,116,3403,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/24.png
2021,chennai-super-kings,25,Dwayne Bravo,All-rounder,Right-handed,Right-arm Medium Fast,West Indian,7-Oct-83,2008,161,1560,183,https://assets.iplt20.com/ipl/IPLHeadshot2022/25.png
2021,chennai-super-kings,857,Josh Hazlewood,Bowler,Left-handed,Right-arm Fast-medium,Australian,8-Jan-91,2012,24,18,32,https://assets.iplt20.com/ipl/IPLHeadshot2022/857.png
2021,chennai-super-kings,5145,Dominic Drakes,Bowler,Left-handed,Left-arm Fast Medium,West Indian,6-Feb-98,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/5145.png
2021,chennai-super-kings,156,Cheteshwar Pujara,Batter,Right-handed,Right-arm Leg Spin,Indian,25-Jan-88,2010,30,390,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/156.png
2021,chennai-super-kings,1118,Karn Sharma,All-rounder,Left-handed,Right-arm Leg Spin,Indian,23-Oct-87,2013,68,316,59,https://assets.iplt20.com/ipl/IPLHeadshot2022/1118.png
2021,chennai-super-kings,3746,Lungi Ngidi,Bowler,Right-handed,Fast Seam,South African,29-Mar-96,2018,14,0,25,https://assets.iplt20.com/ipl/IPLHeadshot2022/3746.png
2021,chennai-super-kings,100,Ambati Rayudu,Wicketkeeper Batter,Right-handed,Right-arm Off-spin,Indian,23-Sep-85,2010,188,4190,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/100.png
2021,chennai-super-kings,1903,Mitchell Santner,Bowling all-rounder,Left-handed,Left-arm Orthodox,New Zealander,5-Feb-92,2019,12,54,10,https://assets.iplt20.com/ipl/IPLHeadshot2022/1903.png
2021,chennai-super-kings,3834,Krishnappa Gowtham,Bowling Allrounder,Right-handed,Off Spin,Indian,20-Oct-88,2018,28,186,18,https://assets.iplt20.com/ipl/IPLHeadshot2022/3834.png
2021,chennai-super-kings,2939,Sam Curran,All-rounder,Left-handed,,English,3-Jun-98,2019,32,337,32,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/2939.png
2021,chennai-super-kings,127,Robin Uthappa,Batter,Right-handed,Right-arm Medium,Indian,11-Nov-85,2008,205,4952,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/127.png
2021,delhi-capitals,2972,Rishabh Pant,Wicketkeeper Batter,Left-handed,,Indian,4-Oct-97,2016,98,2838,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2972.png
2021,delhi-capitals,1664,Kagiso Rabada,Bowler,Left-handed,Fast Seam,South African,25-May-95,2017,63,186,99,https://assets.iplt20.com/ipl/IPLHeadshot2022/1664.png
2021,delhi-capitals,964,Marcus Stoinis,All-rounder,Right-handed,Right-arm Medium-fast,Australian,16-Aug-89,2016,67,1070,34,https://assets.iplt20.com/ipl/IPLHeadshot2022/964.png
2021,delhi-capitals,2756,Sam Billings,Wicketkeeper Batter,Right-handed,,English,15-Jun-91,,30,503,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2756.png
2021,delhi-capitals,1478,Ben Dwarshuis,Bowler,Left-handed,,Australian,23-Jun-94,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1478.png
2021,delhi-capitals,135,Ajinkya Rahane,Batter,Right-handed,Right-arm Medium,Indian,6-Jun-88,2008,158,4074,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/135.png
2021,delhi-capitals,967,Chris Woakes,All-rounder,Right-handed,,English,2-Mar-89,,21,78,30,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/967.png
2021,delhi-capitals,8,Ravichandran Ashwin,Bowling All-rounder,Right-handed,Right-arm Off-spin,Indian,17-Sep-86,2009,184,647,157,https://assets.iplt20.com/ipl/IPLHeadshot2022/8.png
2021,delhi-capitals,271,Steve Smith,All-rounder,Right-handed,Right-arm Leg Spin,Australian,2-Jun-89,2012,103,2485,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/271.png
2021,delhi-capitals,7119,M Siddharth,Bowler,Right-handed,Left-arm Orthodox,Indian,3-Jul-98,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/7119.png
2021,delhi-capitals,4305,Vishnu Vinod,Wicketkeeper Batter,Right-handed,,Indian,2-Dec-93,,3,19,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/4305.png
2021,delhi-capitals,6870,Lalit Yadav, All-Rounder,Right-handed,Off Spin,Indian,3-Jan-97,,19,229,8,https://assets.iplt20.com/ipl/IPLHeadshot2022/6870.png
2021,delhi-capitals,1561,Avesh Khan,Bowler,Right-handed,Fast Seam,Indian,13-Dec-96,2017,38,31,47,https://assets.iplt20.com/ipl/IPLHeadshot2022/1561.png
2021,delhi-capitals,1113,Axar Patel,All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,20-Jan-94,2014,122,1135,101,https://assets.iplt20.com/ipl/IPLHeadshot2022/1113.png
2021,delhi-capitals,1563,Shreyas Iyer,Batter,Right-handed,Right-arm Off-break,Indian,6-Dec-94,2015,101,2776,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1563.png
2021,delhi-capitals,30,Amit Mishra,Bowler,Right-handed,Right-arm Leg Spin,Indian,24-Nov-82,2008,147,362,166,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/30.png
2021,delhi-capitals,38,Ishant Sharma,Bowler,Right-handed,Right-arm Medium Fast,Indian,2-Sep-88,2008,95,103,84,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/38.png
2021,delhi-capitals,17191,Ripal Patel,Batter,Right-handed,Right-arm Fast-medium,Indian,28-Sep-95,,4,31,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/17191.png
2021,delhi-capitals,41,Shikhar Dhawan,Batter,Left-handed,,Indian,5-Dec-85,2008,206,6244,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/41.png
2021,delhi-capitals,1705,Shimron Hetmyer,Batter,Left-handed,,West Indian,26-Dec-96,2019,46,831,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1705.png
2021,delhi-capitals,3188,Pravin Dubey,Bowler,Right-handed,Leg Spin,Indian,1-Jul-93,,3,7,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3188.png
2021,delhi-capitals,3764,Prithvi Shaw,Batter,Right-handed,,Indian,9-Nov-99,2018,63,1588,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3764.png
2021,delhi-capitals,5433,Anrich Nortje,Bowler,Right-handed,Fast Seam,South African,16-Nov-93,,30,8,43,https://assets.iplt20.com/ipl/IPLHeadshot2022/5433.png
2021,delhi-capitals,59,Umesh Yadav,Bowler,Right-handed,Right-arm Medium Fast,Indian,25-Oct-87,2010,133,177,135,https://assets.iplt20.com/ipl/IPLHeadshot2022/59.png
2021,delhi-capitals,7803,Lukman Meriwala,Bowler,Left-handed,,Indian,11-Dec-91,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/7803.png
2021,delhi-capitals,3835,Kulwant Khejroliya,,Left-handed,Bowler,Indian,2-Mar-95,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/3835.png
2021,delhi-capitals,3646,Tom Curran,Bowler,Right-handed,,English,12-Mar-95,2018,13,127,13,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/3646.png
2021,kolkata-knight-riders,197,Eoin Morgan,Batter,Left-handed,Right-arm Medium,English,10-Sep-86,2010,83,1405,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/197.png
2021,kolkata-knight-riders,102,Dinesh Karthik,Wicketkeeper Batter,Right-handed,,Indian,1-Jun-85,2008,229,4376,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/102.png
2021,kolkata-knight-riders,3779,Shivam Mavi,All Rounder,Right-handed,Right-arm Fast Medium,Indian,26-Nov-98,2018,32,51,30,https://assets.iplt20.com/ipl/IPLHeadshot2022/3779.png
2021,kolkata-knight-riders,1092,Sandeep Warrier,Bowler,Right-handed,Right-arm Medium,Indian,4-Apr-91,2019,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1092.png
2021,kolkata-knight-riders,261,Kuldeep Yadav,Bowler,Left-handed,Left-arm Orthodox Spin,Indian,14-Dec-94,2016,59,105,61,https://assets.iplt20.com/ipl/IPLHeadshot2022/261.png
2021,kolkata-knight-riders,201,Shakib Al Hasan,All-rounder,Left-handed,Left-arm Orthodox Spin,Bangladeshi,24-Mar-87,2011,71,793,63,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/201.png
2021,kolkata-knight-riders,203,Sunil Narine,Bowler,Left-handed,Right-arm Off-spin,West Indian,26-May-88,2012,148,1025,152,https://assets.iplt20.com/ipl/IPLHeadshot2022/203.png
2021,kolkata-knight-riders,14859,Vaibhav Arora,Bowler,Right-handed,Fast Seam,Indian,14-Dec-97,,5,5,3,https://assets.iplt20.com/ipl/IPLHeadshot2022/14859.png
2021,kolkata-knight-riders,3729,Lockie Ferguson,Bowler,Right-handed,Right Arm Fast,New Zealander,13-Jun-91,2017,35,67,36,https://assets.iplt20.com/ipl/IPLHeadshot2022/3729.png
2021,kolkata-knight-riders,913,Ben Cutting,Bowler,Right-handed,Right-arm Fast-medium,Australian,30-Jan-87,2014,21,238,10,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/913.png
2021,kolkata-knight-riders,1619,Tim Seifert,Wicketkeeper Batter,Right-handed,,New Zealander,14-Dec-94,,3,26,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1619.png
2021,kolkata-knight-riders,276,Karun Nair,Batting All-rounder,Right-handed,Right-arm Off-spin,Indian,6-Dec-91,2013,76,1496,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/276.png
2021,kolkata-knight-riders,1116,Sheldon Jackson,Wicketkeeper Batter,Right-handed,,Indian,27-Sep-86,,9,61,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1116.png
2021,kolkata-knight-riders,8540,Venkatesh Iyer,All-rounder,Left-handed,Right-arm Medium,Indian,25-Dec-94,,22,552,3,https://assets.iplt20.com/ipl/IPLHeadshot2022/8540.png
2021,kolkata-knight-riders,103,Harbhajan Singh,Bowling All-rounder,Right-handed,Right-arm Off-spin,Indian,3-Jul-80,2008,163,833,150,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/103.png
2021,kolkata-knight-riders,488,Pat Cummins,Bowler,Right-handed,Right-arm Fast,Australian,8-May-93,2014,42,379,45,https://assets.iplt20.com/ipl/IPLHeadshot2022/488.png
2021,kolkata-knight-riders,177,Andre Russell,All-rounder,Right-handed,Right-arm Fast,West Indian,29-Apr-88,2012,98,2035,89,https://assets.iplt20.com/ipl/IPLHeadshot2022/177.png
2021,kolkata-knight-riders,5105,Prasidh Krishna,Bowler,Right-handed,Medium Seam,Indian,19-Feb-96,2018,51,9,49,https://assets.iplt20.com/ipl/IPLHeadshot2022/5105.png
2021,kolkata-knight-riders,3761,Shubman Gill,Batter,Right-handed,,Indian,8-Sep-99,2018,74,1900,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3761.png
2021,kolkata-knight-riders,2738,Nitish Rana,Batter,Left-handed,Right-arm Off-break,Indian,27-Dec-93,2016,91,2181,7,https://assets.iplt20.com/ipl/IPLHeadshot2022/2738.png
2021,kolkata-knight-riders,307,Tim Southee,Bowler,Right-handed,Right-arm Medium Fast,New Zealander,11-Dec-88,,48,120,45,https://assets.iplt20.com/ipl/IPLHeadshot2022/307.png
2021,kolkata-knight-riders,53,Pawan Negi,Bowling All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,6-Jan-83,2012,47,365,34,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/53.png
2021,kolkata-knight-riders,3766,Kamlesh Nagarkoti,Bowler,Right-handed,Medium Seam,Indian,28-Dec-99,,12,22,5,https://assets.iplt20.com/ipl/IPLHeadshot2022/3766.png
2021,kolkata-knight-riders,5432,Varun Chakaravarthy,Bowler,Right-handed,Right Arm Legbreak,Indian,29-Aug-91,2019,42,24,42,https://assets.iplt20.com/ipl/IPLHeadshot2022/5432.png
2021,kolkata-knight-riders,253,Gurkeerat Mann Singh,Batter,Right-handed,Right-arm Off-spin,Indian,29-Jun-90,2012,41,511,5,https://assets.iplt20.com/ipl/IPLHeadshot2022/253.png
2021,kolkata-knight-riders,3838,Rahul Tripathi,Batter,Right-handed,,Indian,2-Mar-91,2017,76,1798,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/3838.png
2021,mumbai-indians,107,Rohit Sharma,Batter,Right-handed,Right-arm Off-spin,Indian,30-Apr-87,2008,227,5879,15,https://assets.iplt20.com/ipl/IPLHeadshot2022/107.png
2021,mumbai-indians,834,Quinton de Kock,Wicketkeeper Batter,Left-handed,,South African,17-Dec-92,,92,2764,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/834.png
2021,mumbai-indians,7680,Roosh Kalaria,All Rounder,Right-handed,Left-arm Medium,Indian,16-Jan-93,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2021,mumbai-indians,10244,Arjun Tendulkar,All-rounder,Left-handed,Medium-seam,Indian,24-Sep-99,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/10244.png
2021,mumbai-indians,840,Nathan Coulter-Nile,Bowler,Right-handed,Right-arm Fast,Australian,11-Oct-87,2013,39,82,48,https://assets.iplt20.com/ipl/IPLHeadshot2022/840.png
2021,mumbai-indians,969,Trent Boult,Bowler,Right-handed,Left-arm Fast-medium,New Zealander,22-Jul-89,2015,78,53,92,https://assets.iplt20.com/ipl/IPLHeadshot2022/969.png
2021,mumbai-indians,971,Jimmy Neesham,Batting Allrounder,Left-handed,Right-arm Medium,New Zealander,17-Sep-90,2014,12,61,8,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/971.png
2021,mumbai-indians,1740,Jayant Yadav,Bowler,Right-handed,Right-arm Off-spin,Indian,22-Jan-90,2015,19,40,8,https://assets.iplt20.com/ipl/IPLHeadshot2022/1740.png
2021,mumbai-indians,76,Piyush Chawla,Bowling All-rounder,Left-handed,Right-arm Leg Spin,Indian,24-Dec-88,2008,158,584,157,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/76.png
2021,mumbai-indians,210,Kieron Pollard,All-rounder,Right-handed,Right-arm Medium,West Indian,12-May-87,2010,189,3412,69,https://assets.iplt20.com/ipl/IPLHeadshot2022/210.png
2021,mumbai-indians,2965,Anmolpreet Singh,Batter,Right-handed,Right-arm Offbreak,Indian,28-Mar-98,,3,29,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2965.png
2021,mumbai-indians,4952,Mohsin Khan,Bowler,Left-handed,Fast Seam,Indian,15-Jul-98,,9,23,14,https://assets.iplt20.com/ipl/IPLHeadshot2022/4952.png
2021,mumbai-indians,10842,Yudhvir Singh,All-rounder,Right-handed,,Indian,13-Sep-97,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/10842.png
2021,mumbai-indians,2975,Ishan Kishan,Wicketkeeper Batter,Left-handed,,Indian,18-Jul-98,2016,75,1870,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2975.png
2021,mumbai-indians,99,Aditya Tare,Wicketkeeper Batter,Right-handed,,Indian,7-Nov-87,2010,35,339,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/99.png
2021,mumbai-indians,163,Saurabh Tiwary,Batter,Left-handed,,Indian,30-Dec-89,2008,93,1494,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/163.png
2021,mumbai-indians,1124,Jasprit Bumrah,Bowler,Right-handed,Right-arm Medium,Indian,6-Dec-93,2013,120,57,145,https://assets.iplt20.com/ipl/IPLHeadshot2022/1124.png
2021,mumbai-indians,101,Dhawal Kulkarni,Bowler,Right-handed,Right-arm Medium Fast,Indian,10-Dec-88,2008,84,100,86,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/101.png
2021,mumbai-indians,10789,Simarjeet Singh,Bowler,Right-handed,Right-arm Fast-medium,Indian,17-Jan-98,,6,7,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/10789.png
2021,mumbai-indians,108,Suryakumar Yadav,Batter,Right-handed,Right-arm Medium,Indian,14-Sep-90,2012,123,2644,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/108.png
2021,mumbai-indians,17068,Marco Jansen,All-rounder,Right-handed,Left-arm Fast Medium,South African,1-May-00,,10,9,9,https://assets.iplt20.com/ipl/IPLHeadshot2022/17068.png
2021,mumbai-indians,3183,Krunal Pandya,All-rounder,Left-handed,Left-arm Orthodox,Indian,24-Mar-91,2016,98,1326,61,https://assets.iplt20.com/ipl/IPLHeadshot2022/3183.png
2021,mumbai-indians,434,Adam Milne,Bowler,Right-handed,Right-arm Fast,New Zealander,13-Apr-92,,10,23,7,https://assets.iplt20.com/ipl/IPLHeadshot2022/434.png
2021,mumbai-indians,179,Chris Lynn,Batter,Right-handed,Left-arm Orthodox Spin,Australian,10-Apr-90,2012,42,1329,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/179.png
2021,mumbai-indians,3763,Rahul Chahar,Bowler,Right-handed,Leg Spin,Indian,4-Aug-99,2017,55,108,57,https://assets.iplt20.com/ipl/IPLHeadshot2022/3763.png
2021,mumbai-indians,2740,Hardik Pandya,All-rounder,Right-handed,Right-arm Medium Fast,Indian,11-Oct-93,2015,107,1963,50,https://assets.iplt20.com/ipl/IPLHeadshot2022/2740.png
2021,mumbai-indians,3774,Anukul Roy,Batting Allrounder,Left-handed,Left-arm Orthodox,Indian,30-Nov-98,2019,2,0,2,https://assets.iplt20.com/ipl/IPLHeadshot2022/3774.png
2021,punjab-kings,1125,KL Rahul,Wicketkeeper Batter,Right-handed,,Indian,18-Apr-92,2013,109,3889,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1125.png
2021,punjab-kings,5441,Harpreet Brar,Bowler,Left-handed,Orthodox,Indian,16-Sep-95,2019,15,106,9,https://assets.iplt20.com/ipl/IPLHeadshot2022/5441.png
2021,punjab-kings,3777,Ishan Porel,Bowler,Right-handed,Medium Seam,Indian,5-Sep-98,,1,0,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/3777.png
2021,punjab-kings,3841,Utkarsh Singh,All-rounder,Right-handed,Off-spin,Indian,7-May-98,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/3841.png
2021,punjab-kings,1667,Aiden Markram,Batter,Right-handed,Right-arm Offbreak,South African,4-Oct-94,,20,527,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/1667.png
2021,punjab-kings,388,Moises Henriques,All-rounder,Right-handed,Right-arm Medium Fast,Australian,1-Feb-87,2009,62,1000,42,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/388.png
2021,punjab-kings,3781,Jhye Richardson,Bowler,Right-handed,,Australian,20-Sep-96,,3,15,3,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/3781.png
2021,punjab-kings,72,Mandeep Singh,All-rounder,Right-handed,Right-arm Medium,Indian,18-Dec-91,2010,108,1692,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/72.png
2021,punjab-kings,1299,Chris Jordan,Bowler,Right-handed,Right-arm Fast-medium,English,4-Oct-88,2016,28,75,27,https://assets.iplt20.com/ipl/IPLHeadshot2022/1299.png
2021,punjab-kings,1556,Deepak Hooda,Bowling All-rounder,Right-handed,Right-arm Off-spin,Indian,19-Apr-95,2015,95,1236,10,https://assets.iplt20.com/ipl/IPLHeadshot2022/1556.png
2021,punjab-kings,19351,Ravi Bishnoi,Bowler,Right-handed,Leg Spin,Indian,5-Sep-00,,37,8,37,https://assets.iplt20.com/ipl/IPLHeadshot2022/19351.png
2021,punjab-kings,4055,Riley Meredith,Bowler,Right-handed,Fast Seam,Australian,21-Jun-96,,13,0,12,https://assets.iplt20.com/ipl/IPLHeadshot2022/4055.png
2021,punjab-kings,4698,Arshdeep Singh,Bowler,Left-handed,Left Arm Fast-medium,Indian,5-Feb-99,2019,37,23,40,https://assets.iplt20.com/ipl/IPLHeadshot2022/4698.png
2021,punjab-kings,1564,Sarfaraz Khan,Batter,Right-handed,Legbreak,Indian,22-Oct-97,2015,46,532,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1564.png
2021,punjab-kings,796,Adil Rashid,Bowler,Right-handed,,English,17-Feb-88,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/796.png
2021,punjab-kings,158,Mayank Agarwal,Batter,Right-handed,,Indian,18-Feb-91,2011,113,2327,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/158.png
2021,punjab-kings,94,Mohammad Shami,Bowler,Right-handed,Right-arm Medium,Indian,3-Sep-90,2009,93,69,99,https://assets.iplt20.com/ipl/IPLHeadshot2022/94.png
2021,punjab-kings,17118,Nathan Ellis,Bowler,Right-handed,Fast Seam,Australian,22-Sep-94,,5,18,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/17118.png
2021,punjab-kings,4447,Darshan Nalkande,All Rounder,Right-handed,Right Arm Fast,Indian,4-Oct-98,,2,0,2,https://assets.iplt20.com/ipl/IPLHeadshot2022/4447.png
2021,punjab-kings,7779,Shahrukh Khan,Batter,Right-handed,,Indian,27-May-95,,19,270,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/7779.png
2021,punjab-kings,1703,Nicholas Pooran,Wicketkeeper Batter,Left-handed,,West Indian,2-Oct-95,2019,47,912,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1703.png
2021,punjab-kings,1707,Fabian Allen,All-rounder,Right-handed,Slow Left Arm,West Indian,7-May-95,,5,14,2,https://assets.iplt20.com/ipl/IPLHeadshot2022/1707.png
2021,punjab-kings,236,Chris Gayle,All-rounder,Left-handed,Right-arm Off-spin,West Indian,21-Sep-79,2009,142,4965,18,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/236.png
2021,punjab-kings,3187,Murugan Ashwin,Bowler,Right-handed,Leg-break,Indian,8-Sep-90,2016,42,35,35,https://assets.iplt20.com/ipl/IPLHeadshot2022/3187.png
2021,punjab-kings,3318,Dawid Malan,Batter,Left-handed,,English,3-Sep-87,,1,26,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/3318.png
2021,punjab-kings,5436,Prabhsimran Singh,Wicketkeeper Batter,Right-handed,,Indian,10-Aug-00,2019,6,64,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/5436.png
2021,punjab-kings,3836,Saurabh Kumar,All-rounder,Left-handed,Orthodox,Indian,1-May-93,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/3836.png
2021,punjab-kings,1087,Jalaj Saxena,All-rounder,Right-handed,Right-arm Offbreak,Indian,15-Dec-86,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1087.png
2021,rajasthan-royals,258,Sanju Samson,Wicketkeeper Batter,Right-handed,,Indian,11-Nov-94,2013,138,3526,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/258.png
2021,rajasthan-royals,12480,Kuldip Yadav,Bowler,Left-handed,Left Arm Medium,Indian,15-Oct-96,,1,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/12480.png
2021,rajasthan-royals,1154,Ben Stokes,All-rounder,Left-handed,,English,4-Jun-91,2017,43,920,28,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1154.png
2021,rajasthan-royals,836,Chris Morris,All-rounder,Right-handed,Right-arm Medium Fast,South African,30-Apr-87,2013,81,618,95,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/836.png
2021,rajasthan-royals,1480,Andrew Tye,Bowler,Right-handed,Right-arm Medium Fast,Australian,12-Dec-86,2017,30,91,42,https://assets.iplt20.com/ipl/IPLHeadshot2022/1480.png
2021,rajasthan-royals,10059,Kartik Tyagi,Bowler,Right-handed,Right-arm Fast-medium,Indian,8-Nov-00,,16,13,14,https://assets.iplt20.com/ipl/IPLHeadshot2022/10059.png
